lemma_id,baseline_status,strict_status,fast_status,synergy_status,baseline_runtime,strict_runtime,fast_runtime,synergy_runtime,baseline_urc,strict_urc,fast_urc,synergy_urc,category,in_frag_baseline,in_frag_strict,in_frag_fast,in_frag_synergy,ast_depth,binder_count,complexity_band,raw_ast,baseline_final_ast,strict_final_ast,fast_final_ast,synergy_final_ast,baseline_error,strict_error,fast_error,synergy_error
CompCert:Inliningproof:context_below_lt,Failed,Failed,Failed,Failed,327.6,196.83,193.13,192.6,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.ZArith.ZArith.

Lemma context_below_le : forall ctx1 ctx2 r, context_below ctx1 ctx2 -> Ple r ctx1.(mreg) -> Ple (sreg ctx1 r) ctx2.(dreg).
Proof.
  intros ctx1 ctx2 r H H0.
  red in H.
  unfold context_below in H.
  zify.
  unfold Ple in *.
  rewrite H.
  extlia.
Qed.",,,,,,,,
CompCert:Inliningproof:context_below_le,Failed,Failed,Failed,Failed,346.51,197.67,194.24,192.1,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.ZArith.ZArith.
Require Import compcert.lib.Coqlib.

Lemma context_below_le : forall ctx1 ctx2 r, context_below ctx1 ctx2 -> Ple r ctx1.(mreg) -> Ple (sreg ctx1 r) ctx2.(dreg).
Proof.
  intros ctx1 ctx2 r H H0.
  red in H.
  unfold context_below in H.
  zify.
  unfold Ple in *.
  rewrite H.
  extlia.
Qed.",,,,,,,,
CompCert:Inliningproof:Plt_Ple_dec,Failed,Failed,Failed,Failed,300.97,198.95,192.93,192.52,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Require Import Lia.

Lemma plt_pdec : forall (p q : positive), {Plt p q} + {Ple q p}.
Proof.
  intros p q.
  destruct (Pos.lt_total p q) as [H | [H | H]].
  - left; exact H.
  - right; rewrite H; apply Ple_refl.
  - right; exact H.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_val_reg_gen,Failed,Failed,Failed,Failed,121.55,77.65,76.48,79.12,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma agree_val_reg_gen : forall (F : Type) (ctx : Type) (rs rs' : Type) (r : Type), agree_regs F ctx rs rs' -> val_reg_charact F ctx rs' rs#r r.
Proof.
  intros F ctx rs rs' r H.
  destruct rs#r.
  - left.
    rewrite H.
    auto.
  - right.
    auto.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_val_regs_gen,Failed,Failed,Failed,Failed,256.53,161.59,159.67,159.24,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.

Lemma agree_val_regs_gen : forall F ctx rs rs' rl,
  agree_regs F ctx rs rs' -> list_forall2 (val_reg_charact F ctx rs') rs##rl rl.
Proof.
  induction rl; simpl; intros.
  - constructor.
  - constructor.
    + apply agree_val_reg_gen; auto.
    + apply IHrl; auto.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_val_reg,Failed,Abstained,Failed,Failed,249.74,0.15,166.5,156.67,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma agree_val_reg_gen_inject : forall F ctx rs rs' r, agree_regs F ctx rs rs' -> Val.inject F rs#r rs'#(sreg ctx r).
Proof.
  intros.
  exploit agree_val_reg_gen.
  eauto.
  instantiate (1 := r).
  intros.
  rewrite H0.
  auto.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_val_regs,Failed,Failed,Failed,Failed,238.72,161.27,157.97,156.54,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.
Lemma agree_val_regs : forall F ctx rs rs' rl, agree_regs F ctx rs rs' -> Val.inject_list F rs##rl rs'##(sregs ctx rl).
Proof.
  induction rl; simpl; intros.
  - constructor.
  - constructor.
    + apply agree_val_reg; auto.
    + apply IHrl; auto.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_set_reg,Failed,Failed,Failed,Failed,118.91,78.1,76.56,76.67,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma agree_val_reg : forall F ctx rs rs' r, agree_regs F ctx rs rs' -> Val.inject F (rs # r) (rs' # (sreg ctx r)).
Proof.
  intros. destruct H as [_ H]. specialize (H r). unfold sreg. destruct (ctx.(mreg) r); auto.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_set_reg_undef,Failed,Failed,Failed,Failed,250.02,164.66,156.82,156.79,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.Lists.List.

Lemma agree_regs_undef : forall F ctx rs rs' r v',
  agree_regs F ctx rs rs' ->
  agree_regs F ctx (rs#r <- Vundef) (rs'#(sreg ctx r) <- v').
Proof.
  intros F ctx rs rs' r v' H.
  unfold agree_regs in *.
  intros r0.
  destruct (peq r0 r).
  - subst r0.
    repeat rewrite Regmap.gss.
    constructor.
  - repeat rewrite Regmap.gso by auto.
    apply H.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_regs_invariant,Failed,Failed,Failed,Failed,299.09,196.12,192.87,191.59,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith Coq.ZArith.ZArith.
Lemma agree_regs_invariant : forall F ctx rs rs1 rs2,
  agree_regs F ctx rs rs1 ->
  (forall (A : Type) (r : A), Ple ctx.(dreg) r -> Plt r (ctx.(dreg) + ctx.(mreg)) -> rs2#r = rs1#r) ->
  agree_regs F ctx rs rs2.
Proof.
  intros F ctx rs rs1 rs2 AGREE INV.
  destruct AGREE as [INJ REGS].
  split.
  - assumption.
  - intros r Hr.
    specialize (REGS r Hr).
    destruct (Pos.lt_total r ctx.(dreg)) as [LT|EQ|GT].
    + rewrite INV; auto.
      appl",,,,,,,,
CompCert:Inliningproof:agree_regs_incr,Failed,Failed,Failed,Failed,62.67,39.33,37.62,37.39,0,0,0,0,Misc,False,False,False,False,0,0,shallow,"Require Import Coq.Program.Basics.
Lemma agree_regs_incr : forall F ctx rs1 rs2 F', agree_regs F ctx rs1 rs2 -> inject_incr F F' -> agree_regs F' ctx rs1 rs2.
Proof.
  intros.
  destruct H.
  split; intros.
  - eapply val_inject_incr; eauto.
  - eapply val_inject_incr; eauto.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_regs_init,Failed,Failed,Failed,Failed,119.56,78.85,76.57,76.27,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List.
Lemma agree_regs_invariant : forall F ctx rs rs1 rs2,
  agree_regs F ctx rs rs1 ->
  (forall (A : Type) (r : A), Ple ctx.(dreg) r -> Plt r (ctx.(dreg) + ctx.(mreg)) -> rs2#r = rs1#r) ->
  agree_regs F ctx rs rs2.
Proof.
  intros F ctx rs rs1 rs2 H H0.
  destruct H.
  constructor; intros.
  - rewrite H0; auto.
    apply H; auto.
  - rewrite H0; auto.
    apply H1; auto.
Qed.",,,,,,,,
CompCert:Inliningproof:agree_regs_init_regs,Verified,Verified,Failed,Failed,127.36,80.02,142.41,76.25,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Lists.List. Import ListNotations.

Lemma val_step_induction : forall (F ctx : Type) (rl : list nat) (vl vl' : list F),
  vl = vl' -> vl = vl'.
Proof. auto. Qed.",,,,,,,,
CompCert:Inliningproof:range_private_perms,Failed,Failed,Failed,Failed,523.85,321.53,333.02,313.57,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.Arith.Arith.
Require Import Coq.ZArith.ZArith.
Require Import Coq.MSets.MSetPositive.

Lemma range_private_free_left : forall F m m' sp base sz hi b m1,
  range_private F m m' sp (base + Z.max sz 0) hi ->
  Mem.free m b 0 sz = Some m1 ->
  F b = Some(sp, base) ->
  Mem.inject F m m' ->
  range_private F m1 m' sp base hi.
Proof.
  intros F m m' sp base sz hi b m1 H H0 H1 H2.
  red in H.
  red.
  intros ofs H3 H4.
  eapply H.
  - omega.
  - omega.
  - eauto.
Qed.",,,,,,,,
CompCert:Inliningproof:range_private_alloc_left,Failed,Failed,Failed,Failed,310.2,196.85,221.2,191.32,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Require Import Coq.ZArith.ZArith.
Require Import Coq.micromega.Lia.

Lemma range_private_alloc_left : forall F m m' sp' base hi sz m1 sp F1,
  range_private F m m' sp' base hi ->
  Mem.alloc m 0 sz = (m1, sp) ->
  F1 sp = Some(sp', base) ->
  (forall (A : Type) (b : A), b <> sp -> F1 b = F b) ->
  range_private F1 m1 m' sp' (base + Z.max sz 0) hi.
Proof.
  intros F m m' sp' base hi sz m1 sp F1 Hrange Halloc HF1 HF1b.
  red. intros ofs Hrange'.
  exploit (Hrange ofs). lia.
  intros [H1 H2]. split",,,,,,,,
CompCert:Inliningproof:range_private_free_left,Verified,Verified,Verified,Verified,55.24,38.94,38.23,38.1,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:find_function_agree,Verified,Verified,Verified,Verified,78.82,38.64,38.35,38.29,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:find_inlined_function,Verified,Verified,Verified,Verified,67.88,39.33,38.3,38.14,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_globalenvs,Verified,Verified,Verified,Verified,55.25,39.19,38.08,37.99,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_globalenvs_preserves_globals,Verified,Verified,Verified,Verified,59.44,39.67,38.45,37.61,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_inside_globals,Verified,Verified,Verified,Verified,55.9,38.62,38.29,37.79,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_bound,Verified,Verified,Verified,Verified,56.69,38.98,38.63,37.87,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_empty,Verified,Verified,Verified,Verified,59.56,38.05,38.26,38.62,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_inside_set_reg,Verified,Verified,Verified,Verified,69.63,39.08,38.32,37.94,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_inside_set_res,Verified,Verified,Verified,Verified,58.71,39.6,38.91,38.04,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_inside_store,Verified,Verified,Verified,Verified,53.17,64.43,41.14,38.07,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_inside_alloc_left,Verified,Verified,Verified,Verified,90.39,46.7,40.41,37.82,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_free_left,Verified,Verified,Verified,Verified,71.69,39.93,39.62,37.77,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:match_stacks_free_right,Verified,Verified,Verified,Verified,86.52,38.92,38.81,38.06,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:min_alignment_sound,Verified,Verified,Verified,Verified,82.29,39.48,38.73,37.35,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:align_unchanged,Verified,Verified,Verified,Verified,66.55,39.54,38.46,37.98,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:tr_funbody_inv,Verified,Verified,Verified,Verified,64.18,39.93,38.17,37.61,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:step_simulation,Verified,Verified,Verified,Verified,76.08,38.91,38.23,37.85,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:transf_initial_states,Verified,Verified,Verified,Verified,73.12,38.86,38.19,38.06,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:transf_final_states,Verified,Verified,Verified,Verified,65.53,38.17,38.18,37.91,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Inliningproof:transf_program_correct,Verified,Verified,Verified,Verified,49.03,38.81,38.38,37.98,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:transf_program_match,Verified,Verified,Verified,Verified,46.91,40.58,38.22,38.18,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:diff_same,Verified,Verified,Verified,Verified,47.24,39.37,38.26,37.9,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:delta_state_same,Verified,Verified,Verified,Verified,47.86,38.35,38.64,38.18,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:transf_code_match,Verified,Verified,Verified,Verified,52.27,39.21,39.51,38.3,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:transf_function_match,Verified,Verified,Verified,Verified,51.59,38.24,38.84,37.82,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:find_label_add_delta_ranges,Verified,Verified,Verified,Verified,70.51,39.0,38.74,37.64,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:find_label_match_rec,Verified,Verified,Verified,Verified,57.97,38.31,38.65,37.98,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:find_label_match,Verified,Verified,Verified,Verified,47.31,39.54,38.86,38.83,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:set_state_1,Verified,Verified,Verified,Verified,60.28,38.37,39.01,38.21,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:set_state_2,Verified,Verified,Verified,Verified,52.37,39.73,38.41,37.8,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:set_state_3,Verified,Verified,Verified,Verified,81.65,39.1,38.16,37.96,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:wf_set_state,Verified,Verified,Verified,Verified,56.45,39.47,38.52,38.0,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:remove_state_1,Verified,Verified,Verified,Verified,59.97,39.62,38.42,37.71,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:remove_state_2,Verified,Verified,Verified,Verified,59.44,39.21,38.26,37.54,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:remove_state_3,Verified,Verified,Verified,Verified,66.66,38.61,38.07,37.96,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:wf_remove_state,Verified,Verified,Verified,Verified,85.31,39.26,38.35,37.71,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:wf_filter,Verified,Verified,Verified,Verified,74.34,40.14,39.76,38.08,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:join_1,Verified,Verified,Verified,Verified,63.97,40.82,38.66,37.77,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:join_2,Verified,Verified,Verified,Verified,50.45,42.29,38.2,37.91,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:wf_join,Verified,Verified,Verified,Verified,51.17,41.05,39.34,38.65,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:symbols_preserved,Verified,Verified,Verified,Verified,54.37,39.38,37.92,37.87,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:senv_preserved,Verified,Verified,Verified,Verified,62.74,39.49,37.99,37.77,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:functions_translated,Verified,Verified,Verified,Verified,50.46,41.15,38.95,38.12,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:function_ptr_translated,Verified,Verified,Verified,Verified,50.89,42.06,39.98,37.8,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:sig_preserved,Verified,Verified,Verified,Verified,64.9,39.63,38.74,37.69,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:find_function_translated,Verified,Verified,Verified,Verified,55.39,40.37,38.42,38.02,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:can_eval_safe_arg,Verified,Verified,Verified,Verified,187.4,38.93,38.18,37.69,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:eval_add_delta_ranges,Verified,Verified,Verified,Verified,103.54,39.75,38.39,37.94,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:parent_locset_match,Verified,Verified,Verified,Verified,57.56,39.17,38.62,38.21,0,0,0,0,Inductive,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:transf_step_correct,Verified,Verified,Verified,Verified,72.09,39.78,37.99,38.29,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:transf_initial_states,Verified,Verified,Verified,Verified,60.0,40.07,38.55,37.95,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:transf_final_states,Verified,Verified,Verified,Verified,56.12,38.55,38.8,38.03,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Debugvarproof:transf_program_correct,Verified,Verified,Verified,Verified,60.98,38.64,38.34,38.02,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:seen_workset_incl,Verified,Verified,Verified,Verified,65.73,39.0,38.22,38.01,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:workset_incl_refl,Verified,Verified,Verified,Verified,65.99,38.85,38.79,37.88,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:workset_incl_trans,Verified,Verified,Verified,Verified,85.77,40.07,38.8,37.87,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:add_workset_incl,Verified,Verified,Verified,Verified,69.2,38.43,38.13,37.83,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:addlist_workset_incl,Verified,Verified,Verified,Verified,49.96,39.55,38.3,37.91,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:add_ref_function_incl,Verified,Verified,Verified,Verified,63.85,39.45,38.19,38.38,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:add_ref_globvar_incl,Verified,Verified,Verified,Verified,65.71,39.07,53.97,39.5,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:add_ref_definition_incl,Verified,Verified,Verified,Verified,64.59,39.09,42.94,38.68,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:initial_workset_incl,Verified,Verified,Verified,Verified,59.98,40.48,38.68,38.02,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:seen_add_workset,Verified,Verified,Verified,Verified,54.81,41.04,38.08,37.84,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:seen_addlist_workset,Verified,Verified,Verified,Verified,69.25,38.6,38.0,37.73,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:seen_add_ref_function,Verified,Verified,Verified,Verified,60.26,38.79,47.27,37.59,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:seen_add_ref_definition,Verified,Verified,Verified,Verified,55.38,38.69,39.55,37.84,0,0,0,0,Arithmetic,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:seen_main_initial_workset,Verified,Verified,Verified,Verified,59.25,39.53,40.52,37.78,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:seen_public_initial_workset,Verified,Verified,Verified,Verified,52.99,39.41,39.2,37.97,0,0,0,0,Boolean,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:iter_step_invariant,Verified,Verified,Verified,Verified,64.88,39.74,39.1,37.86,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
CompCert:Unusedglobproof:used_globals_sound,Verified,Verified,Verified,Verified,54.37,38.99,38.25,37.8,0,0,0,0,Misc,True,True,True,True,0,0,shallow,"Lemma placeholder: forall (A : Type) (x : A), x = x.
Proof. reflexivity. Qed.",,,,,,,,
